"""TMA050292""",2,QT12,6.66666666666667
"""BKT019080""",1,KT22,8.0625
"""BKT019080""",2,KQ3,7.75
"""BKT019080""",3,KT12,8.0625
"""BKT019080""",4,KT21,8.0625
"""TLA054470""",1,KT13,7.0
"""TLA054470""",2,KT31,7.0
"""TLA054470""",3,KQ1,7.0
"""TLA054470""",4,KT33,7.0
"""SPB075903""",1,KT13,7.5625
"""SPB075903""",2,KT12,7.5625
"""SPB075903""",3,CN2,7.5625
"""SPB075903""",4,KT22,7.5625
"""BKT080913""",1,KT21,7.6875
"""BKT080913""",2,KT22,7.6875
"""BKT080913""",3,KT11,7.6875
"""BKT080913""",4,KT31,7.6875
"""SPB060340""",1,KT12,5.4375
"""SPB060340""",2,CN2,5.4375
"""SPB060340""",3,KT21,5.4375
"""TLA074352""",1,KT23,5.9375
"""TLA074352""",2,KT22,5.9375
"""TLA074352""",3,CN2,5.9375
"""TMA076066""",1,KT21,6.3125
"""TMA076066""",2,CN2,6.3125
"""TMA076066""",3,KT12,6.3125
"""TMA076066""",4,KT31,6.4375
"""SPB044253""",1,KT21,7.1875
"""SPB044253""",2,KT14,7.1875
"""SPB044253""",3,CN3,7.125
"""SPB044253""",4,KT12,7.1875
"""TMA072580""",1,KT11,6.3125
"""TMA072580""",2,KT22,6.3125
"""TMA072580""",3,KT12,6.3125
"""TMA072580""",4,CN1,6.3125
"""SPB041071""",1,KT31,6.9375
"""SPB041071""",2,TA1,6.5625
"""KTA050269""",1,KT21,7.5625
"""KTA050269""",2,KT23,7.5625
"""KTA050269""",3,KT12,7.5625
"""KTA050269""",4,KT22,7.5625
"""CON010078""",1,KT21,5.8125
"""CON010078""",2,KT12,5.8125
"""CON010078""",3,KT11,5.8125
"""CON010078""",4,KT22,5.8125
"""KTA018598""",1,KT21,8.0
"""KTA018598""",2,KT13,8.0
"""KTA018598""",3,KT22,8.0
"""SPB096637""",1,KT42,8.41666666666667
"""SPB096637""",2,KT12,7.9375
"""SPB096637""",3,KT22,7.9375
"""SPB096637""",4,KT21,7.9375
"""SPB034573""",1,KT14,6.375
"""SPB034573""",2,KT21,6.375
"""SPB034573""",3,KT22,6.375
"""SPB034573""",4,KT31,6.375
"""SPB039120""",1,QT14,6.58333333333333
"""KTA044911""",1,KT31,6.125
"""ABC089347""",1,KT12,6.0625
"""TLA017428""",1,CN2,6.9375
"""TLA017428""",2,KT21,6.9375
"""TLA017428""",3,KT12,6.9375
"""TLA017428""",4,KT22,6.9375
"""SPB082289""",1,CN3,6.875
"""SPB082289""",2,KT41,6.5
"""TLA063489""",1,KT12,6.625
"""TLA063489""",2,KT21,6.625
"""TLA063489""",3,KT14,6.625
"""TLA063489""",4,CN3,6.625
"""ABC003790""",1,KT31,7.0625
"""KTA032837""",1,KT51,7.41666666666667
"""KTA032837""",2,KQ3,6.5
"""KTA032837""",3,CN3,6.625
"""KTA032837""",4,KT21,5.6875
"""SPB026735""",1,KT22,6.6875
"""SPB026735""",2,KT12,6.6875
"""SPB026735""",3,KT21,6.6875
"""SPB026735""",4,CN2,6.6875
